application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,_
1616,Male,FALSE,3.42,Business,Asian,660,6,Consulting,,
1617,Male,FALSE,3.13,Humanities,White,570,4,Real Estate,,
1618,Male,FALSE,3.37,Humanities,Black,700,5,PE/VC,,
1619,Male,TRUE,3.04,Humanities,,570,4,Other,,
1620,Male,FALSE,3.31,Business,White,660,6,PE/VC,Admit,
1621,Female,FALSE,3.18,Business,Hispanic,670,5,Financial Services,,
1622,Female,FALSE,3.29,STEM,White,650,5,PE/VC,,
1623,Female,TRUE,3.39,STEM,,660,3,PE/VC,,
1624,Male,FALSE,3.13,STEM,Hispanic,650,4,Consulting,,
1625,Female,FALSE,3.21,STEM,Asian,660,6,Consulting,,
1626,Male,FALSE,3.5,STEM,Black,770,7,Investment Management,,
1627,Male,FALSE,3.31,Business,White,630,3,Technology,,
1628,Male,FALSE,3.45,STEM,Black,700,3,Technology,,
1629,Male,TRUE,3.24,Humanities,,610,3,Financial Services,,
1630,Male,TRUE,3.36,Humanities,,670,5,Consulting,,
1631,Female,FALSE,3.19,Business,Black,610,5,Nonprofit/Gov,,
1632,Male,FALSE,3.62,Business,Asian,760,5,Investment Banking,,
1633,Male,FALSE,2.82,Humanities,Black,570,6,Technology,,
1634,Male,FALSE,3.17,STEM,Asian,620,7,Consulting,,
1635,Male,FALSE,3.46,Business,Black,670,5,Energy,,
1636,Male,TRUE,3.01,STEM,,590,5,Real Estate,,
1637,Male,FALSE,3.5,STEM,Asian,760,3,Technology,,
1638,Male,FALSE,3.34,Business,White,680,5,PE/VC,,
1639,Male,FALSE,3.28,Business,Asian,650,4,Health Care,,
1640,Male,FALSE,3.32,STEM,Black,680,5,Technology,,
1641,Male,FALSE,2.9,Business,Hispanic,570,6,Other,,
1642,Male,TRUE,3.25,STEM,,660,5,Technology,,
1643,Male,TRUE,3.11,STEM,,610,6,Other,,
1644,Male,FALSE,3.37,STEM,Hispanic,630,5,Investment Banking,,
1645,Female,FALSE,3.37,STEM,White,660,6,Consulting,,
1646,Male,FALSE,3.47,Humanities,Black,740,6,Consulting,Admit,
1647,Male,TRUE,2.99,STEM,,700,7,Consulting,,
1648,Male,FALSE,3.18,Business,Asian,640,7,Other,,
1649,Male,FALSE,3.13,Business,White,630,4,Nonprofit/Gov,,
1650,Male,FALSE,3.44,Humanities,Other,720,4,Consulting,Admit,
1651,Male,TRUE,3.5,Humanities,,730,5,Consulting,Admit,
1652,Male,FALSE,3.24,Humanities,Other,610,5,Technology,,
1653,Female,FALSE,3.18,STEM,White,620,4,CPG,,
1654,Male,FALSE,3.23,Humanities,Other,700,5,Nonprofit/Gov,,
1655,Male,FALSE,3.38,Humanities,Asian,680,4,Technology,,
1656,Female,TRUE,3.11,Humanities,,670,6,Investment Banking,,
1657,Female,FALSE,3.3,STEM,Hispanic,580,5,Consulting,,
1658,Male,FALSE,3.3,Business,Hispanic,660,4,Other,,
1659,Male,FALSE,3.14,Humanities,White,650,3,Consulting,,
1660,Female,FALSE,3.28,Humanities,Hispanic,620,5,Consulting,,
1661,Male,TRUE,3.31,STEM,,760,6,Investment Banking,,
1662,Male,FALSE,3.15,Humanities,White,570,4,Health Care,,
1663,Female,FALSE,3.35,Business,White,700,7,Consulting,Admit,
1664,Male,TRUE,3.29,Humanities,,700,5,Investment Banking,,
1665,Male,FALSE,3.19,Business,White,660,3,Technology,,
1666,Male,FALSE,3.16,Business,Asian,590,5,Real Estate,,
1667,Male,FALSE,3.09,Humanities,White,610,5,Consulting,,
1668,Male,FALSE,3.45,Humanities,White,660,5,Financial Services,Admit,
1669,Male,TRUE,3.26,Humanities,,650,6,PE/VC,,
1670,Female,FALSE,3.01,Humanities,Asian,620,2,Consulting,,
1671,Male,TRUE,3.22,Humanities,,620,5,PE/VC,,
1672,Male,TRUE,3.33,Business,,650,5,Consulting,,
1673,Male,FALSE,3.23,STEM,Hispanic,650,3,Consulting,,
1674,Male,TRUE,3.11,Business,,570,5,Health Care,,
1675,Male,TRUE,3.29,STEM,,640,5,Technology,,
1676,Male,TRUE,3.3,Humanities,,590,6,Technology,,
1677,Female,TRUE,3.12,STEM,,610,5,Retail,,
1678,Female,FALSE,3.06,Humanities,Black,570,5,Media/Entertainment,,
1679,Male,FALSE,3.14,Humanities,Asian,660,5,Consulting,,
1680,Male,TRUE,3.28,Humanities,,620,5,Financial Services,,
1681,Male,FALSE,3.26,Business,Black,620,4,PE/VC,,
1682,Male,TRUE,3.27,STEM,,590,6,Health Care,,
1683,Male,FALSE,3.33,STEM,White,710,4,Financial Services,Admit,
1684,Female,TRUE,3.41,STEM,,600,5,Investment Banking,,
1685,Female,FALSE,3.24,STEM,Asian,630,6,PE/VC,,
1686,Female,TRUE,3.13,Business,,640,5,CPG,,
1687,Female,FALSE,3.43,STEM,Black,660,6,Financial Services,Admit,
1688,Male,FALSE,3.36,Humanities,Asian,670,5,Other,,
1689,Male,TRUE,3,Humanities,,580,5,Consulting,,
1690,Female,FALSE,3.14,Humanities,Hispanic,610,6,Investment Management,,
1691,Male,FALSE,3.56,STEM,Black,720,3,PE/VC,,
1692,Female,FALSE,3,Business,White,620,4,Consulting,,
1693,Male,TRUE,3.13,Business,,710,6,Consulting,,
1694,Female,FALSE,3.42,STEM,Asian,650,4,Consulting,,
1695,Male,TRUE,3.35,STEM,,690,6,Technology,,
1696,Male,FALSE,3.48,Humanities,Asian,680,5,Technology,,
1697,Female,FALSE,3.43,Humanities,Asian,690,5,Investment Management,Admit,
1698,Female,FALSE,2.78,Humanities,White,570,6,Financial Services,,
1699,Male,FALSE,3.26,STEM,White,690,5,Consulting,,
1700,Female,FALSE,3.1,STEM,Asian,650,4,Financial Services,,
1701,Male,FALSE,3.16,Humanities,Asian,580,4,Consulting,,
1702,Female,TRUE,3.08,Business,,670,4,Technology,,
1703,Male,TRUE,3.19,Humanities,,570,5,Consulting,,
1704,Male,FALSE,3.5,Humanities,White,640,3,Technology,,
1705,Female,FALSE,3.24,Humanities,Asian,630,6,Nonprofit/Gov,,
1706,Male,FALSE,3.31,Humanities,White,580,6,Investment Management,,
1707,Female,FALSE,3.27,Humanities,Asian,700,5,Technology,Admit,
1708,Female,FALSE,3.22,STEM,Other,680,4,Investment Banking,,
1709,Female,TRUE,3.24,Business,,610,5,PE/VC,,
1710,Male,FALSE,3.31,Business,Black,750,5,Investment Banking,,
1711,Male,FALSE,3.43,Humanities,Asian,680,6,CPG,Admit,
1712,Female,FALSE,3.23,Business,Asian,600,5,Health Care,,
1713,Male,FALSE,3.13,Business,Asian,600,5,Investment Banking,,
1714,Male,FALSE,3.32,STEM,Black,740,5,PE/VC,Admit,
1715,Male,FALSE,3.64,Business,White,780,6,Consulting,,
1716,Male,FALSE,3.13,Humanities,White,570,5,Consulting,,
1717,Male,FALSE,3.27,Humanities,Asian,620,4,Health Care,,
1718,Female,FALSE,3.36,Business,White,680,5,Consulting,Admit,
1719,Female,FALSE,3.18,STEM,Hispanic,590,6,Other,,
1720,Male,FALSE,3.22,Business,White,650,4,Consulting,,
1721,Female,TRUE,3.42,STEM,,710,5,Nonprofit/Gov,,
1722,Male,FALSE,3.32,Humanities,Black,700,5,Financial Services,,
1723,Male,TRUE,3.09,STEM,,590,6,Investment Banking,,
1724,Male,FALSE,3.47,STEM,White,660,7,PE/VC,,
1725,Female,FALSE,3.41,Humanities,White,750,5,Consulting,,
1726,Male,FALSE,3.05,Business,White,570,6,Consulting,,
1727,Male,FALSE,3.29,Humanities,Other,710,4,Consulting,Admit,
1728,Female,TRUE,3.48,Business,,720,4,PE/VC,,
1729,Female,FALSE,3.23,Business,Asian,670,7,Other,,
1730,Male,FALSE,3.35,Humanities,Black,590,6,Health Care,,
1731,Male,FALSE,3.54,Humanities,Asian,670,6,Financial Services,,
1732,Male,FALSE,3.13,STEM,White,640,7,Health Care,,
1733,Male,FALSE,3.35,STEM,Hispanic,640,6,Nonprofit/Gov,,
1734,Male,FALSE,3.21,Humanities,White,610,5,Other,,
1735,Female,FALSE,3.2,STEM,White,650,4,Other,,
1736,Male,FALSE,2.83,Humanities,Black,570,5,Nonprofit/Gov,,
1737,Female,FALSE,3.61,Business,Asian,700,2,Other,,
1738,Male,TRUE,3.12,Business,,620,5,Technology,,
1739,Male,TRUE,3.56,STEM,,720,5,Financial Services,,
1740,Male,FALSE,3.24,Business,White,640,4,Health Care,,
1741,Female,TRUE,3.38,STEM,,670,5,Other,Admit,
1742,Female,TRUE,3.47,STEM,,690,4,Technology,Admit,
1743,Male,TRUE,3.19,Humanities,,720,4,Nonprofit/Gov,,
1744,Male,FALSE,3.31,Humanities,Asian,650,6,Consulting,,
1745,Female,FALSE,2.82,Humanities,Black,630,5,CPG,,
1746,Female,FALSE,3.08,STEM,Other,640,5,Financial Services,,
1747,Male,TRUE,2.93,Humanities,,570,5,PE/VC,,
1748,Female,FALSE,3.26,Business,Asian,630,5,Consulting,,
1749,Male,FALSE,3.19,STEM,Hispanic,680,5,PE/VC,,
1750,Male,FALSE,3.17,Humanities,Hispanic,690,5,PE/VC,,
1751,Male,FALSE,3.41,STEM,Other,650,6,PE/VC,,
1752,Male,FALSE,2.86,STEM,Asian,570,5,Financial Services,,
1753,Male,TRUE,3,STEM,,620,5,Nonprofit/Gov,,
1754,Female,FALSE,3.14,Business,Other,630,6,Technology,,
1755,Male,TRUE,3.23,Humanities,,630,5,PE/VC,,
1756,Female,FALSE,3.22,Business,White,670,6,Nonprofit/Gov,,
1757,Female,FALSE,3.35,Humanities,Asian,650,6,Investment Banking,,
1758,Male,TRUE,3.21,Business,,640,5,Investment Management,,
1759,Male,FALSE,3.58,STEM,Black,750,4,Financial Services,,
1760,Female,FALSE,3.48,Humanities,Black,670,6,Consulting,,
1761,Male,TRUE,3.38,Humanities,,710,5,Technology,Admit,
1762,Female,FALSE,3.2,STEM,White,660,5,Investment Banking,,
1763,Female,FALSE,3.17,STEM,White,600,6,Health Care,,
1764,Male,TRUE,3.5,STEM,,710,6,Financial Services,Admit,
1765,Male,FALSE,2.92,Humanities,Black,610,6,Investment Banking,,
1766,Male,FALSE,3.25,Humanities,White,640,4,Consulting,,
1767,Female,TRUE,3.04,Business,,570,6,Nonprofit/Gov,,
1768,Male,FALSE,3.26,Business,White,600,5,PE/VC,,
1769,Male,TRUE,3.14,Humanities,,640,5,PE/VC,,
1770,Male,TRUE,3.28,Business,,690,6,Financial Services,Admit,
1771,Male,TRUE,3.57,STEM,,770,6,CPG,,
1772,Male,FALSE,3.19,Humanities,Asian,620,6,Technology,,
1773,Male,FALSE,3.23,Business,Hispanic,620,5,Consulting,,
1774,Male,FALSE,3.09,Humanities,Black,630,5,Consulting,,
1775,Male,FALSE,3.11,Humanities,White,640,5,PE/VC,,
1776,Male,FALSE,3.21,Humanities,Black,670,5,Consulting,,
1777,Female,TRUE,3.18,Humanities,,630,3,Consulting,,
1778,Female,FALSE,3.51,Humanities,Black,700,5,Other,,
1779,Female,TRUE,3.1,Humanities,,590,5,Technology,,
1780,Male,FALSE,3.23,Humanities,Asian,650,3,Health Care,,
1781,Female,FALSE,2.98,Business,White,630,5,Energy,,
1782,Female,FALSE,3.02,Humanities,Black,620,4,Consulting,,
1783,Female,FALSE,3.38,Business,Asian,610,4,Consulting,,
1784,Female,TRUE,3.33,Humanities,,660,4,PE/VC,,
1785,Male,FALSE,3.27,Humanities,Asian,710,5,Nonprofit/Gov,,
1786,Female,FALSE,3.14,STEM,Black,640,4,Health Care,,
1787,Female,TRUE,3.35,Business,,640,6,PE/VC,,
1788,Male,TRUE,3.24,Humanities,,640,4,Investment Banking,,
1789,Female,TRUE,3.25,Humanities,,710,6,Other,Admit,
1790,Female,TRUE,3.38,Business,,630,5,PE/VC,,
1791,Male,FALSE,3.23,Humanities,Asian,650,5,Consulting,,
1792,Male,TRUE,3.24,STEM,,670,8,Investment Management,Admit,
1793,Male,FALSE,3.29,Business,Black,700,5,Consulting,,
1794,Male,FALSE,3.37,Humanities,White,640,6,PE/VC,,
1795,Female,FALSE,3.03,Business,Asian,600,4,Other,,
1796,Female,FALSE,3.13,Business,White,620,4,Consulting,,
1797,Male,TRUE,3.3,Humanities,,650,4,Investment Banking,,
1798,Male,FALSE,3.14,STEM,Black,680,3,Consulting,,
1799,Male,TRUE,3.34,Humanities,,620,5,Consulting,,
1800,Male,FALSE,3.44,Humanities,White,700,7,PE/VC,,
1801,Male,TRUE,3.47,Business,,650,5,Technology,,
1802,Male,FALSE,3.45,STEM,White,670,6,Consulting,,
1803,Male,FALSE,3.08,STEM,Hispanic,680,6,Consulting,,
1804,Female,FALSE,3.12,Business,Other,620,5,PE/VC,,
1805,Male,FALSE,2.99,Humanities,White,570,5,Financial Services,,
1806,Male,TRUE,3.21,Humanities,,700,4,Investment Banking,,
1807,Female,TRUE,2.98,Humanities,,580,5,Investment Banking,,
1808,Male,FALSE,3.12,Humanities,White,590,3,Financial Services,,
1809,Female,FALSE,3.27,Business,Black,640,5,Financial Services,,
1810,Male,FALSE,3.38,Business,White,640,5,Consulting,,
1811,Male,FALSE,3.25,Humanities,Black,680,5,Other,,
1812,Male,TRUE,3.28,Humanities,,650,5,Consulting,,
1813,Male,FALSE,3.22,Humanities,White,640,4,Other,,
1814,Male,FALSE,3.22,Business,White,600,5,Nonprofit/Gov,,
1815,Male,FALSE,3.37,STEM,Black,630,5,Financial Services,,
1816,Male,TRUE,3.28,STEM,,640,6,Financial Services,,
1817,Male,FALSE,3.14,Humanities,White,600,4,Investment Management,,
1818,Male,FALSE,3.41,Humanities,Asian,680,5,Consulting,,
1819,Male,TRUE,3.42,Business,,670,6,Investment Banking,,
1820,Male,FALSE,3.35,STEM,White,670,5,Financial Services,Admit,
1821,Male,FALSE,3.11,STEM,Hispanic,610,5,PE/VC,,
1822,Female,FALSE,3.21,Humanities,Asian,720,6,Investment Banking,,
1823,Male,TRUE,3.35,Humanities,,610,5,Health Care,,
1824,Female,TRUE,3.39,Humanities,,670,6,PE/VC,,
1825,Male,FALSE,3.25,Humanities,White,610,4,Other,,
1826,Male,FALSE,3.16,STEM,Asian,620,4,PE/VC,,
1827,Male,TRUE,3.21,Humanities,,730,3,Consulting,Admit,
1828,Male,FALSE,3.32,Humanities,Asian,710,6,PE/VC,Admit,
1829,Male,FALSE,3.08,Humanities,White,620,4,Nonprofit/Gov,,
1830,Male,FALSE,3.29,Humanities,Other,620,4,Other,,
1831,Male,FALSE,3.4,Humanities,Black,690,6,Investment Banking,,
1832,Female,TRUE,3.24,Humanities,,650,3,CPG,,
1833,Male,FALSE,2.91,Humanities,Black,610,5,PE/VC,,
1834,Male,FALSE,3.57,Humanities,Hispanic,760,5,Consulting,,
1835,Female,TRUE,3.23,STEM,,640,4,Consulting,,
1836,Male,TRUE,3.1,Humanities,,610,5,Consulting,,
1837,Male,TRUE,3.29,STEM,,660,5,Nonprofit/Gov,,
1838,Male,TRUE,3.35,STEM,,740,6,PE/VC,,
1839,Male,FALSE,3.44,Humanities,Black,650,6,Consulting,,
1840,Male,FALSE,3.1,Humanities,White,630,4,Investment Banking,,
1841,Male,FALSE,3.14,Humanities,Black,590,5,PE/VC,,
1842,Male,FALSE,3.4,Business,White,720,6,Other,,
1843,Female,FALSE,3.12,Humanities,Other,640,5,Consulting,,
1844,Male,FALSE,3.1,Humanities,Hispanic,580,5,PE/VC,,
1845,Female,FALSE,3.28,STEM,Asian,690,4,Health Care,,
1846,Male,FALSE,3.15,STEM,Hispanic,570,6,Technology,,
1847,Female,TRUE,3.08,Humanities,,570,5,Consulting,,
1848,Male,FALSE,3.1,STEM,White,660,5,Investment Banking,,
1849,Male,FALSE,3.3,Business,White,630,6,Health Care,,
1850,Female,FALSE,3.38,STEM,White,730,6,Technology,Admit,
1851,Male,FALSE,2.96,Humanities,Black,610,6,Investment Banking,,
1852,Male,TRUE,3.11,STEM,,600,6,Real Estate,,
1853,Male,FALSE,3.01,Humanities,White,670,3,Other,,
1854,Male,TRUE,3.36,Humanities,,640,6,Nonprofit/Gov,,
1855,Male,FALSE,3.2,STEM,Asian,600,6,Financial Services,,
1856,Male,FALSE,3.39,STEM,Hispanic,670,6,Other,,
1857,Female,FALSE,3.21,Business,Hispanic,570,4,Nonprofit/Gov,,
1858,Male,FALSE,3.65,Humanities,Asian,760,4,PE/VC,Admit,
1859,Male,TRUE,3.27,STEM,,670,6,PE/VC,Admit,
1860,Male,FALSE,3.31,Business,Hispanic,670,4,Nonprofit/Gov,,
1861,Female,FALSE,3.25,Humanities,White,610,5,PE/VC,,
1862,Male,TRUE,3.18,Humanities,,580,5,PE/VC,,
1863,Male,FALSE,3.28,Humanities,Hispanic,710,5,Investment Banking,Admit,
1864,Female,TRUE,3.24,Humanities,,710,4,Technology,Admit,
1865,Male,FALSE,3.29,Business,White,650,6,PE/VC,,
1866,Male,FALSE,3.26,STEM,Other,660,6,Consulting,Admit,
1867,Male,FALSE,3.16,Humanities,Hispanic,710,6,PE/VC,,
1868,Female,FALSE,3.47,STEM,White,710,8,Financial Services,,
1869,Male,FALSE,3.1,Business,Asian,630,3,Financial Services,,
1870,Female,TRUE,3.24,Humanities,,650,5,Other,,
1871,Male,TRUE,3.01,Humanities,,630,5,Media/Entertainment,,
1872,Male,FALSE,3.08,Business,White,660,6,Financial Services,,
1873,Female,FALSE,3.42,Business,Asian,670,6,Technology,Admit,
1874,Male,FALSE,3.35,Humanities,Hispanic,670,6,PE/VC,,
1875,Female,FALSE,3.13,Business,Hispanic,640,6,PE/VC,,
1876,Male,FALSE,3.11,Business,Asian,600,6,Other,,
1877,Female,TRUE,3.13,Business,,650,6,Other,,
1878,Male,FALSE,3.1,Business,Asian,630,5,Investment Banking,,
1879,Male,FALSE,3.24,Business,Asian,680,5,Consulting,,
1880,Female,FALSE,3.21,Humanities,White,640,5,Real Estate,,
1881,Male,FALSE,3.29,Humanities,Hispanic,700,6,Consulting,,
1882,Female,FALSE,3.22,Business,Other,650,5,Nonprofit/Gov,,
1883,Male,FALSE,3.18,Humanities,Black,630,5,Health Care,,
1884,Female,TRUE,3.27,STEM,,610,4,PE/VC,,
1885,Male,FALSE,3.29,STEM,Hispanic,670,5,Other,,
1886,Male,TRUE,3.19,Humanities,,680,5,Technology,,
1887,Female,TRUE,3.38,Humanities,,700,4,Media/Entertainment,,
1888,Female,FALSE,3.19,Business,Asian,600,3,Consulting,,
1889,Male,TRUE,3.36,Humanities,,750,6,Consulting,,
1890,Female,FALSE,3.3,STEM,Hispanic,620,6,Consulting,,
1891,Male,TRUE,3.15,STEM,,590,6,Consulting,,
1892,Male,FALSE,3.5,Humanities,Black,700,5,Other,Admit,
1893,Female,FALSE,3.37,Humanities,Black,680,7,Financial Services,Admit,
1894,Female,TRUE,3.16,STEM,,670,4,Health Care,,
1895,Male,TRUE,3.33,Business,,680,4,Financial Services,Admit,
1896,Male,FALSE,3.35,Humanities,Black,660,4,Technology,,
1897,Male,TRUE,3.42,STEM,,730,7,PE/VC,,
1898,Female,FALSE,3.39,Humanities,White,780,4,Other,Admit,
1899,Female,FALSE,3.11,STEM,Asian,580,6,Consulting,,
1900,Male,FALSE,3.39,Humanities,White,660,6,Health Care,Admit,
1901,Female,FALSE,3.25,STEM,White,660,5,Technology,,
1902,Female,FALSE,3.4,Humanities,Hispanic,660,5,Consulting,Admit,
1903,Male,FALSE,3.27,Business,Other,610,4,Consulting,,
1904,Male,TRUE,3.31,STEM,,650,6,Investment Management,,
1905,Male,FALSE,3.45,Humanities,Black,630,6,Technology,,
1906,Male,FALSE,3.12,Humanities,White,670,4,PE/VC,,
1907,Female,TRUE,3.2,Humanities,,650,6,PE/VC,,
1908,Male,TRUE,3.29,STEM,,640,6,PE/VC,,
1909,Male,TRUE,3.37,STEM,,640,5,Consulting,,
1910,Female,FALSE,3.26,STEM,Hispanic,580,5,Technology,,
1911,Male,TRUE,3.34,Business,,720,4,Consulting,,
1912,Male,TRUE,3.65,STEM,,730,5,Consulting,Admit,
1913,Female,TRUE,3.34,Business,,720,5,Nonprofit/Gov,,
1914,Male,FALSE,3.43,STEM,Black,680,3,PE/VC,,
1915,Male,FALSE,3.24,Business,White,640,4,Nonprofit/Gov,,
1916,Male,TRUE,3.34,STEM,,610,6,Nonprofit/Gov,,
1917,Male,TRUE,3.34,Humanities,,760,4,Nonprofit/Gov,,
1918,Male,FALSE,3.43,Business,White,650,4,CPG,,
1919,Male,FALSE,3.17,Business,Black,630,5,Consulting,,
1920,Female,FALSE,3.55,STEM,White,680,5,Consulting,,
1921,Female,FALSE,3.31,STEM,White,690,6,Nonprofit/Gov,,
1922,Female,TRUE,3.67,STEM,,680,5,PE/VC,,
1923,Male,TRUE,3.1,Business,,710,7,PE/VC,,
1924,Male,FALSE,3.23,Business,Other,680,5,Nonprofit/Gov,Admit,
1925,Male,TRUE,3.1,Humanities,,710,4,Health Care,,
1926,Male,FALSE,3.02,STEM,White,610,6,PE/VC,,
1927,Male,TRUE,3.2,Business,,650,7,Real Estate,,
1928,Male,TRUE,3.16,Business,,680,3,Consulting,,
1929,Female,FALSE,2.99,Business,Black,570,5,Consulting,,
1930,Male,FALSE,3.28,STEM,White,600,5,Consulting,,
1931,Female,FALSE,3.06,STEM,White,610,5,Nonprofit/Gov,,
1932,Male,FALSE,3.21,STEM,White,620,6,Investment Management,,
1933,Male,FALSE,3.27,Business,Asian,640,5,Consulting,,
1934,Male,TRUE,3.2,STEM,,570,5,Nonprofit/Gov,,
1935,Male,TRUE,3.17,STEM,,590,6,Consulting,,
1936,Male,TRUE,3.17,Business,,570,5,Real Estate,,
1937,Male,FALSE,3.26,Business,Asian,690,4,Technology,Admit,
1938,Female,FALSE,3.5,STEM,Black,700,5,Consulting,,
1939,Male,FALSE,3.19,STEM,White,610,6,Consulting,,
1940,Male,TRUE,3.21,STEM,,630,5,Investment Banking,,
1941,Female,TRUE,3.1,Business,,590,5,Investment Banking,,
1942,Male,FALSE,3.07,Business,White,650,3,Consulting,,
1943,Male,TRUE,3.18,Business,,580,5,Investment Banking,,
1944,Female,FALSE,3.32,STEM,White,720,2,Media/Entertainment,Admit,
1945,Female,FALSE,3.5,Humanities,White,690,6,PE/VC,,
1946,Male,TRUE,3.42,STEM,,680,5,Financial Services,,
1947,Male,FALSE,3.21,Business,Black,620,6,Investment Banking,,
1948,Male,TRUE,3.28,Humanities,,680,5,Nonprofit/Gov,,
1949,Male,FALSE,3.11,Humanities,Asian,630,3,Investment Banking,,
1950,Male,TRUE,3.41,Humanities,,710,5,Technology,,
1951,Male,TRUE,3.23,STEM,,570,6,Technology,,
1952,Female,FALSE,3.52,STEM,White,630,5,Investment Banking,,
1953,Female,FALSE,3.33,Humanities,White,660,6,Consulting,,
1954,Male,FALSE,3.22,STEM,White,650,6,PE/VC,,
1955,Male,FALSE,3.17,Humanities,Black,570,5,Nonprofit/Gov,,
1956,Female,FALSE,3.2,Business,White,570,5,Technology,,
1957,Male,FALSE,3.25,Humanities,White,660,5,Financial Services,Admit,
1958,Male,TRUE,3.32,Humanities,,700,6,Investment Banking,,
1959,Female,FALSE,3.29,Business,White,640,5,Real Estate,,
1960,Female,FALSE,3.16,Humanities,Asian,630,3,Technology,,
1961,Male,TRUE,3.17,Humanities,,650,3,Consulting,,
1962,Female,FALSE,3.23,Humanities,White,660,5,PE/VC,,
1963,Female,TRUE,3.16,Humanities,,610,6,Technology,,
1964,Female,FALSE,3.12,Business,Black,600,6,Nonprofit/Gov,,
1965,Male,FALSE,3.33,Humanities,Asian,670,5,Financial Services,Admit,
1966,Male,FALSE,3.35,STEM,White,680,3,CPG,,
1967,Male,FALSE,3.29,Business,Black,680,7,Nonprofit/Gov,,
1968,Female,FALSE,3.16,Humanities,White,680,4,Consulting,,
1969,Male,FALSE,3.2,Humanities,Hispanic,570,5,Nonprofit/Gov,,
1970,Male,FALSE,3.4,Humanities,White,730,4,Consulting,,
1971,Male,FALSE,3.25,Business,Asian,660,5,Financial Services,,
1972,Male,FALSE,3.42,STEM,White,730,6,Consulting,Admit,
1973,Female,FALSE,3.31,Humanities,White,760,6,Consulting,Admit,
1974,Female,FALSE,2.95,STEM,White,570,5,Health Care,,
1975,Male,FALSE,3.23,Business,White,620,5,PE/VC,,
1976,Female,TRUE,3.22,STEM,,620,6,Health Care,,
1977,Male,TRUE,3.2,Business,,640,4,Other,,
1978,Male,FALSE,3.15,STEM,White,590,6,Consulting,,
1979,Female,TRUE,3.07,Business,,660,4,Consulting,,
1980,Male,FALSE,3.2,STEM,Asian,570,6,Health Care,,
1981,Male,TRUE,3.29,Business,,620,6,PE/VC,,
1982,Male,FALSE,3.1,STEM,Black,690,3,PE/VC,,
1983,Male,FALSE,3.43,Humanities,White,730,5,Other,,
1984,Male,FALSE,3.33,STEM,White,690,7,CPG,Admit,
1985,Male,FALSE,3.19,Humanities,Black,670,5,PE/VC,,
1986,Male,FALSE,3.25,Humanities,Asian,580,7,Consulting,,
1987,Female,TRUE,3.33,Humanities,,690,4,Financial Services,Admit,
1988,Female,TRUE,3.2,Business,,640,6,Energy,,
1989,Female,FALSE,3.43,Humanities,White,720,7,Consulting,Admit,
1990,Male,FALSE,3.23,STEM,Asian,680,5,PE/VC,,
1991,Male,FALSE,3.36,Business,Black,680,5,Consulting,Admit,
1992,Male,FALSE,3.42,STEM,Asian,640,6,Investment Banking,,
1993,Female,TRUE,3.27,STEM,,630,5,Consulting,,
1994,Male,TRUE,3.2,Humanities,,640,4,PE/VC,,
1995,Male,FALSE,3.51,Humanities,Hispanic,720,6,Investment Management,,
1996,Female,TRUE,3.2,STEM,,650,6,PE/VC,,
1997,Male,FALSE,3.59,STEM,White,700,6,Other,Admit,
1998,Male,TRUE,3.39,Humanities,,720,5,Technology,,
1999,Male,FALSE,3.19,STEM,Asian,740,5,Financial Services,,
2000,Female,FALSE,3.06,Business,Black,620,5,Investment Banking,,
2001,Female,FALSE,3.24,STEM,White,630,6,Investment Management,,
2002,Male,TRUE,3.13,Humanities,,700,5,Technology,,
2003,Male,FALSE,3.23,Business,White,570,5,Investment Banking,,
2004,Female,FALSE,3.29,Humanities,White,640,5,Consulting,,
2005,Female,FALSE,3.27,Business,White,660,4,Health Care,Admit,
2006,Male,FALSE,3.18,STEM,White,620,7,Consulting,,
2007,Male,TRUE,3.25,Business,,730,6,Financial Services,Admit,
2008,Female,FALSE,3.27,Humanities,Other,640,5,Technology,,
2009,Male,TRUE,2.97,STEM,,670,5,PE/VC,,
2010,Male,FALSE,3.28,Humanities,Asian,690,5,Financial Services,,
2011,Male,FALSE,3.22,STEM,White,670,4,Other,Admit,
2012,Male,TRUE,3.25,Humanities,,620,6,Consulting,,
2013,Male,FALSE,3.07,Business,White,680,4,Nonprofit/Gov,,
2014,Male,FALSE,3.55,Humanities,Black,690,5,Health Care,,
2015,Male,FALSE,3.25,STEM,White,650,6,Technology,,
2016,Female,FALSE,3.33,Humanities,White,650,5,Other,,
2017,Male,FALSE,3.05,STEM,Hispanic,630,5,Media/Entertainment,,
2018,Male,FALSE,3.44,Business,Black,690,6,Technology,,
2019,Male,TRUE,3.41,Business,,680,6,Financial Services,,
2020,Female,FALSE,3.47,Business,Asian,660,6,Consulting,,
2021,Female,FALSE,2.91,Humanities,White,610,6,Technology,,
2022,Female,FALSE,3,Humanities,Asian,600,5,PE/VC,,
2023,Female,TRUE,3.12,Humanities,,610,5,Consulting,,
2024,Male,FALSE,3.26,STEM,White,700,6,Health Care,,
2025,Male,TRUE,3.08,STEM,,670,4,Nonprofit/Gov,,
2026,Female,TRUE,3.12,STEM,,700,4,Health Care,,
2027,Female,FALSE,3.42,Business,Black,730,4,CPG,Admit,
2028,Male,FALSE,3.28,STEM,White,680,6,Consulting,,
2029,Male,TRUE,3.23,Business,,700,4,Consulting,,
